Cz,Fz,Fp1,F7,F3,FC1,C3,FC5,FT9,T7,CP5,CP1,P3,P7,PO9,O1,Pz,Oz,O2,PO10,P8,P4,CP2,CP6,T8,FT10,FC6,C4,FC2,F4,F8,Fp2,timestamp
-0.6150148775463489,-0.6241702906843667,-0.0782024872205687,-0.6852063782711524,-0.5374990463111311,-0.6931410696574346,-0.6372930495155257,-0.5661860074769204,-0.409781033035782,-0.4174105439841302,-0.5013351644159606,-0.6432440680552374,-0.533836881055924,-0.2683299000534062,-0.2397955291065839,-0.3678187228198669,-0.5776302738994427,-0.3682764934767678,-0.2921339742122526,-0.008621347371633,-0.3365377279316392,-0.4360265506980998,-0.5904478522926677,-0.4970626382848855,-0.554589150835431,-0.5355153734645606,-0.5048447394522008,-0.5788509956511785,-0.554894331273365,-0.3310444800488284,-0.4637979705500873,0.2219424734874499,91.2734375
-0.6467536430914774,-0.6557564660105284,-0.1103990234225981,-0.7167925535973141,-0.5692378118562597,-0.7247272449835962,-0.6688792248416873,-0.5979247730220489,-0.4093232623788811,-0.4343480582894632,-0.5291065842679481,-0.6748302433813989,-0.5655756466010525,-0.3002212558175017,-0.2718394750896463,-0.3997100785839624,-0.6093690394445713,-0.4001678492408633,-0.3189898527504383,0.0025177386129553,-0.3685816739147017,-0.4677653162432284,-0.6220340276188292,-0.5288014038300142,-0.5863279163805596,-0.5672541390096891,-0.5365835049973293,-0.610589761196307,-0.5866330968184935,-0.3531700617990383,-0.4955367360952159,0.1894407568474865,91.28125
-0.6496528572518498,-0.6414129854276338,-0.1297779812314026,-0.6919203479056989,-0.5358205539024945,-0.7106889448386355,-0.6641489280537114,-0.5819028000305178,-0.4027618829633017,-0.4160372320134275,-0.5213244831006328,-0.674219882505531,-0.5629816128786141,-0.2953383688105588,-0.2545967803463794,-0.39681086442359,-0.6163881895170517,-0.4100862134737159,-0.3427939269092847,-0.0296787975890741,-0.3871976806286713,-0.4792095826657507,-0.6296635385671775,-0.5410086213473713,-0.5944151979858088,-0.5855649652857249,-0.5417715724422061,-0.6145571068894481,-0.5779354543373766,-0.3298237582970927,-0.5089646753643088,0.1569390402075231,91.2890625
-0.6812390325780113,-0.6729991607537953,-0.1250476844434267,-0.6852063782711524,-0.5675593194476231,-0.742275120164797,-0.695735103379873,-0.6089112687876703,-0.4346532387273972,-0.4453345540550847,-0.5530632486457614,-0.7058060578316927,-0.5947203784237427,-0.316090638590066,-0.2744335088120848,-0.4287022201876855,-0.6481269550621802,-0.4419775692378114,-0.3746852826733802,-0.0618753337911035,-0.4190890363927668,-0.5109483482108793,-0.6612497138933391,-0.5727473868924998,-0.6261539635309373,-0.6173037308308534,-0.5735103379873346,-0.6461432822156096,-0.6095216296635382,-0.3617151140611883,-0.5407034409094373,0.1245899137865267,91.296875
-0.7006179903868158,-0.7030594338902872,-0.1572442206454562,-0.7111467154955363,-0.5992980849927516,-0.7738612954909587,-0.7242694743266953,-0.6406500343327989,-0.4552529182879373,-0.4772259098191802,-0.567864499885557,-0.7250324254215301,-0.6121156633859767,-0.3316548409246963,-0.2832837415121687,-0.4579995422293427,-0.6679636835278855,-0.469596398870832,-0.4019989318684668,-0.0716411078049892,-0.414053559166857,-0.5114061188677802,-0.6682688639658194,-0.5701533531700614,-0.6250858319981686,-0.615167467765316,-0.5826657511253525,-0.6604867627985043,-0.6351567864499882,-0.3936064698252838,-0.5616083009079114,0.1561760891126883,91.3046875
-0.6670481422140837,-0.6694895857175551,-0.1242847333485919,-0.6775768673228042,-0.5658808270389865,-0.7402914473182266,-0.6906996261539632,-0.6072327763790337,-0.4219882505531391,-0.443961242084382,-0.5345998321507588,-0.691615167467765,-0.5786984054322114,-0.2985427634088651,-0.2503242542153044,-0.4247348744945445,-0.6345464255741203,-0.4364843213550007,-0.3687342641336686,-0.038681620508125,-0.3807888914320588,-0.478141451132982,-0.6348516060120543,-0.5367360952162963,-0.5916685740444034,-0.5817502098115507,-0.5492484931715874,-0.6269169146257721,-0.601739528496223,-0.3604943923094525,-0.5283436331731132,0.1888303959716186,91.3125
-0.6336308842603185,-0.63607232776379,-0.0913252460517276,-0.6441596093690392,-0.5324635690852213,-0.7067215991454945,-0.657282368200198,-0.5738155184252686,-0.3887235828183409,-0.4106965743495838,-0.5011825741969936,-0.6580453192950328,-0.5452811474784462,-0.2654306858930338,-0.2243839169909205,-0.3914702067597463,-0.6011291676203552,-0.4032196536202025,-0.3356221866178374,-0.0058747234302276,-0.3476768139162275,-0.4448767833981837,-0.6014343480582891,-0.5034714274814981,-0.5582513160906382,-0.5483329518577856,-0.5158312352178221,-0.593499656672007,-0.5683222705424579,-0.3273823147936213,-0.494926375219348,0.221332112611582,91.3203125
-0.6653696498054471,-0.6678110933089185,-0.1235217822537571,-0.6757457846952006,-0.5643549248493168,-0.738307774471656,-0.6888685435263596,-0.6055542839703971,-0.4206149385824365,-0.4425879301136793,-0.5330739299610892,-0.6896314946211944,-0.5770199130235748,-0.2974746318760963,-0.2564278629739829,-0.4233615625238418,-0.6327153429465168,-0.4351110093842981,-0.3675135423819329,-0.0382238498512241,-0.3795681696803231,-0.4767681391622793,-0.6331731136034177,-0.5352101930266266,-0.5899900816357667,-0.5800717174029142,-0.5477225909819178,-0.6252384222171355,-0.6000610360875864,-0.3592736705577168,-0.5268177309834435,0.1888303959716186,91.328125
-0.6969558251316087,-0.6993972686350801,-0.1557183184557865,-0.7073319600213623,-0.5959411001754784,-0.7698939497978177,-0.7204547188525212,-0.6371404592965587,-0.452506294346532,-0.4743266956588078,-0.5648126955062177,-0.721217669947356,-0.6087586785687034,-0.3145647364003963,-0.2484931715877008,-0.4541847867551686,-0.6643015182726784,-0.4668497749294266,-0.3995574883649954,-0.0704203860532535,-0.4114595254444186,-0.5085069047074079,-0.6647592889295793,-0.5669489585717552,-0.6215762569619284,-0.6118104829480427,-0.5793087663080793,-0.6568245975432971,-0.631647211413748,-0.3876554512855722,-0.5585564965285721,0.1564812695506222,91.3359375
-0.6633859769588766,-0.665827420462348,-0.1227588311589222,-0.6739147020675971,-0.5626764324406802,-0.7363241016250855,-0.6868848706797891,-0.6037232013427936,-0.4212252994583043,-0.4425879301136793,-0.5313954375524526,-0.6878004119935909,-0.5753414206149382,-0.2814526588845651,-0.2155336842908365,-0.4209201190203704,-0.6308842603189132,-0.4335851071946284,-0.3662928206301972,-0.072861829556725,-0.3962005035477222,-0.4843976501106275,-0.6313420309758141,-0.5367360952162963,-0.588769359884031,-0.5783932249942775,-0.5460440985732811,-0.623407339589532,-0.5982299534599829,-0.354390783550774,-0.525139238574807,0.1891355764095525,91.34375
-0.6858167391470202,-0.6974135957885096,-0.1548027771419848,-0.687495231555657,-0.5671015487907222,-0.7518883039597158,-0.704127565423056,-0.6083009079118025,-0.4450293736171507,-0.4570840009155409,-0.5529106584267945,-0.7152666514076444,-0.6034180209048596,-0.3078507667658499,-0.247577630273899,-0.4528114747844659,-0.6594186312657355,-0.4654764629587239,-0.3981841763942927,-0.0681315327687491,-0.4254978255893793,-0.5162890058747232,-0.6629282063019757,-0.5684748607614248,-0.6203555352101927,-0.610131990539406,-0.5777828641184096,-0.6551461051346605,-0.6299687190051114,-0.3864347295338365,-0.5568780041199356,0.1990539406424052,91.3515625
-0.7174029144731819,-0.7289997711146712,-0.1869993133440142,-0.7190814068818185,-0.5922789349202713,-0.7834744792858774,-0.7357137407492177,-0.6398870832379641,-0.4767681391622793,-0.4888227664606694,-0.5794613565270463,-0.7468528267338059,-0.631952391851682,-0.3397421225299454,-0.2796215762569615,-0.4847028305485614,-0.6911573968108641,-0.4973678187228195,-0.4300755321583883,-0.0835431448844124,-0.4322117952239258,-0.5291065842679481,-0.691462577248798,-0.5873960479133284,-0.6418707560845346,-0.6330205233844507,-0.6093690394445713,-0.6815442130159453,-0.661554894331273,-0.418326085297932,-0.5870908674753945,0.1667048142214088,91.359375
-0.6838330663004498,-0.695582513160906,-0.1540398260471499,-0.6969558251316087,-0.558861676966506,-0.7499046311131452,-0.7021438925764855,-0.6064698252841989,-0.4435034714274811,-0.4555580987258713,-0.546196688792248,-0.7132829785610738,-0.5985351338979168,-0.3066300450141142,-0.2465094987411303,-0.4512855725947963,-0.657587548638132,-0.4639505607690543,-0.39681086442359,-0.0505836575875482,-0.3989471274891276,-0.4956893263141829,-0.6580453192950328,-0.5539787899595632,-0.6084534981307694,-0.5996032654306855,-0.576104371709773,-0.6481269550621802,-0.6281376363775079,-0.3850614175631338,-0.5536736095216293,0.1952391851682311,91.3671875
-0.6504158083466846,-0.6620126649881739,-0.1277943083848321,-0.6633859769588766,-0.5265125505455096,-0.7163347829404131,-0.6687266346227203,-0.5732051575494007,-0.4102388036926829,-0.4222934309910731,-0.5133897917143507,-0.6797131303883417,-0.5687800411993588,-0.2863355458915079,-0.213397421225299,-0.418173495078965,-0.6241702906843667,-0.4306858930342561,-0.3636987869077588,-0.0177767605096509,-0.3658350499732963,-0.4624246585793847,-0.6246280613412677,-0.520714122224765,-0.5750362401770043,-0.5661860074769204,-0.5426871137560079,-0.6147096971084149,-0.5947203784237427,-0.3519493400473026,-0.5204089417868311,0.2277409018081945,91.375
-0.6820019836728463,-0.6935988403143355,-0.1485465781643392,-0.6643015182726784,-0.5582513160906382,-0.7479209582665748,-0.7003128099488819,-0.6047913328755623,-0.4370946822308686,-0.4532692454413668,-0.5451285572594793,-0.7112993057145034,-0.6005188067444873,-0.3183794918745704,-0.2455939574273285,-0.4499122606240936,-0.6557564660105284,-0.4625772487983516,-0.3955901426718543,-0.0499732967116803,-0.3977264057373918,-0.4943160143434802,-0.6562142366674293,-0.5524528877698935,-0.6067750057221328,-0.5979247730220489,-0.5744258793011364,-0.6462958724345766,-0.6264591439688713,-0.3838406958113981,-0.5521477073319596,0.1952391851682311,91.3828125
-0.7135881589990077,-0.7251850156404971,-0.1807431143663687,-0.69588769359884,-0.5899900816357667,-0.7795071335927363,-0.7318989852750435,-0.6365300984206909,-0.4688334477759971,-0.4850080109864954,-0.5768673228046078,-0.7428854810406649,-0.6322575722896159,-0.3502708476386659,-0.277485313191424,-0.4818036163881891,-0.687495231555657,-0.4944686045624472,-0.4274814984359498,-0.0823224231326767,-0.4296177615014874,-0.5260547798886088,-0.6878004119935909,-0.5841916533150221,-0.6383611810482944,-0.6296635385671775,-0.606164644846265,-0.6780346379797052,-0.6580453192950328,-0.4157320515754936,-0.5838864728770882,0.1627374685282678,91.390625
-0.7421225299458302,-0.7302204928664069,-0.2127870603494311,-0.7274738689250015,-0.5580987258716713,-0.7940032043945979,-0.7567711909666587,-0.6655222400244141,-0.4996566720073239,-0.5143053330281525,-0.6028076600289918,-0.7718776226443881,-0.6601815823605703,-0.3740749217975124,-0.3064774547951472,-0.5120164797436481,-0.7175555046921488,-0.5262073701075757,-0.4593728542000453,-0.1145189593347062,-0.4615091172655829,-0.5577935454337374,-0.7193865873197525,-0.6157778286411838,-0.669947356374456,-0.6612497138933391,-0.6377508201724266,-0.7096208133058667,-0.6845960173952845,-0.4476234073395891,-0.6130312046997785,0.1953917753871981,91.3984375
-0.7424277103837641,-0.7320515754940105,-0.2239261463340196,-0.7184710460059506,-0.5544365606164642,-0.789578088044556,-0.7544823376821542,-0.6566720073243302,-0.520714122224765,-0.5219348439765007,-0.5967040512703132,-0.7654688334477756,-0.6534676127260238,-0.3711757076371401,-0.3107499809262222,-0.4961470969710838,-0.708552681773098,-0.4929427023727775,-0.4261081864652472,-0.0815594720378419,-0.4441138323033489,-0.5393301289387347,-0.7068741893644613,-0.6014343480582891,-0.6626230258640418,-0.652857251850156,-0.6336308842603185,-0.7042801556420231,-0.6884107728694587,-0.456778820477607,-0.6272220950637061,0.2280460822461284,91.40625
-0.708857862211032,-0.6984817273212783,-0.1908140688181883,-0.6850537880521855,-0.521171892881666,-0.7560082398718239,-0.7209124895094221,-0.6232547493705649,-0.4872968642709998,-0.4886701762417025,-0.5632867933165481,-0.7318989852750435,-0.6200503547722588,-0.3379110399023419,-0.277637903410391,-0.4628824292362856,-0.6751354238193328,-0.4596780346379793,-0.392843518730449,-0.0487525749599446,-0.4108491645685507,-0.5059128709849695,-0.6734569314106963,-0.568017090104524,-0.6292057679102766,-0.6194399938963909,-0.6002136263065534,-0.6707103074692908,-0.6549935149156935,-0.4236667429617757,-0.5938048371099409,0.2605477988860918,91.4140625
-0.6754406042572667,-0.6649118791485462,-0.157854581521324,-0.6516365300984203,-0.4879072251468677,-0.7225909819180587,-0.687495231555657,-0.5898374914167999,-0.4540321965362016,-0.4554055085069043,-0.5298695353627828,-0.6984817273212783,-0.5866330968184935,-0.3047989623865106,-0.2446784161135267,-0.4296177615014874,-0.6415655756466007,-0.4264133669031811,-0.3597314412146177,-0.0157930876630803,-0.3777370870527195,-0.4726482032501712,-0.640039673456931,-0.5345998321507588,-0.5957885099565114,-0.5860227359426257,-0.5667963683527882,-0.6372930495155257,-0.6215762569619284,-0.3904020752269775,-0.5603875791561757,0.2930495155260552,91.421875
-0.6900892652780953,-0.6816968032349123,-0.1900511177233535,-0.683222705424582,-0.4935530632486454,-0.721217669947356,-0.6903944457160293,-0.6050965133134962,-0.4633401998931865,-0.4630350194552525,-0.5472648203250168,-0.7196917677576864,-0.606012054627298,-0.3168535896849008,-0.2448310063324937,-0.4460975051499195,-0.6598764019226364,-0.4581521324483096,-0.3916227969787133,-0.0481422140840767,-0.4029144731822686,-0.4988937209124891,-0.6716258487830926,-0.5663385976958873,-0.6208133058670935,-0.6173037308308534,-0.580987258716716,-0.6551461051346605,-0.635767147325856,-0.3910124361028454,-0.5782406347753106,0.2605477988860918,91.4296875
-0.7216754406042569,-0.7132829785610738,-0.222095063706416,-0.7148088807507434,-0.5252918287937739,-0.7528038452735176,-0.7219806210421909,-0.6368352788586248,-0.495231555657282,-0.494926375219348,-0.5790035858701453,-0.751277943083848,-0.6375982299534596,-0.3487449454489963,-0.2768749523155562,-0.477988860914015,-0.691615167467765,-0.4900434882124052,-0.4235141527428088,-0.0803387502861062,-0.4348058289463641,-0.5306324864576177,-0.7032120241092542,-0.5980773632410159,-0.652552071412222,-0.6488899061570149,-0.6127260242618445,-0.686732280460822,-0.6673533226520176,-0.4229037918669409,-0.6099794003204392,0.2280460822461284,91.4375
-0.7532616159304185,-0.7448691538872355,-0.2541390096894785,-0.7463950560769052,-0.5570305943389025,-0.7843900205996792,-0.7534142061493855,-0.6684214541847864,-0.5269703212024106,-0.5266651407644767,-0.6107423514152739,-0.7828641184100096,-0.6693369954985882,-0.3806363012130918,-0.3089188982986187,-0.5097276264591436,-0.7232013427939266,-0.5217822537575338,-0.4554055085069043,-0.1125352864881357,-0.4665445944914927,-0.5623712520027463,-0.7347981994354159,-0.6298161287861445,-0.6841382467383837,-0.6804760814831766,-0.6444647898069731,-0.7183184557869837,-0.6990920881971462,-0.4547951476310364,-0.6417181658655677,0.1955443656061651,91.4453125
-0.7196917677576864,-0.7112993057145034,-0.2211795223926142,-0.712825207904173,-0.5237659266041043,-0.7508201724269471,-0.7199969481956203,-0.6350041962310212,-0.4937056534676123,-0.4934004730296784,-0.5773250934615087,-0.7492942702372773,-0.635767147325856,-0.3475242236972606,-0.2758068207827874,-0.4764629587243453,-0.6896314946211944,-0.4885175860227355,-0.4221408407721061,-0.0795757991912714,-0.4334325169756615,-0.528953994048981,-0.7012283512626837,-0.5963988708323793,-0.6507209887846185,-0.6470588235294114,-0.610894941634241,-0.6847486076142516,-0.6655222400244141,-0.4215304798962382,-0.6083009079118025,0.2280460822461284,91.453125
-0.7061112382696266,-0.7198443579766534,-0.2269779507133588,-0.6813916227969784,-0.5333791103990231,-0.738765545128557,-0.7007705806057828,-0.614404516670481,-0.4972152285038525,-0.4744792858777748,-0.5669489585717552,-0.7357137407492177,-0.6198977645532917,-0.3446250095368883,-0.2883192187380785,-0.4514381628137632,-0.6673533226520176,-0.4552529182879373,-0.3888761730373079,-0.0467689021133741,-0.4386205844205382,-0.5263599603265428,-0.6939040207522694,-0.5973144121461811,-0.652552071412222,-0.6597238117036694,-0.5970092317082472,-0.6769665064469363,-0.6607919432364382,-0.409781033035782,-0.6214236667429613,0.1955443656061651,91.4609375
-0.7376974135957881,-0.751430533302815,-0.2191958495460436,-0.7077897306782631,-0.5651178759441516,-0.7703517204547184,-0.7323567559319444,-0.6459906919966427,-0.528953994048981,-0.5062180514229034,-0.5986877241168838,-0.7672999160753792,-0.6514839398794534,-0.3765163653009838,-0.320363164721141,-0.4831769283588918,-0.6990920881971462,-0.4869916838330659,-0.4207675288014034,-0.0405127031357285,-0.4570840009155409,-0.5576409552147703,-0.725490196078431,-0.6289005874723427,-0.6841382467383837,-0.691309987029831,-0.6287479972533757,-0.708552681773098,-0.6923781185625998,-0.4416723887998775,-0.6531624322880899,0.1682307164110785,91.46875
-0.7251850156404971,-0.7178606851300827,-0.1860837720302124,-0.7209124895094221,-0.5318532082093534,-0.746547646295872,-0.7233539330128935,-0.6423285267414356,-0.5069810025177383,-0.5088120851453418,-0.593499656672007,-0.7537193865873194,-0.6389715419241623,-0.3551537346456088,-0.2872510872053097,-0.4576943617914087,-0.687037460898756,-0.4773785000381472,-0.4244296940566106,-0.072861829556725,-0.4253452353704123,-0.5315480277714195,-0.708857862211032,-0.6047913328755623,-0.6552986953536274,-0.6598764019226364,-0.6209658960860606,-0.6862745098039212,-0.6733043411917292,-0.4196993972686347,-0.6197451743343249,0.2008850232700088,91.4765625
-0.7409018081940945,-0.7289997711146712,-0.2182803082322419,-0.7418173495078962,-0.537956816968032,-0.7529564354924846,-0.7314412146181426,-0.6606393530174712,-0.5130846112764168,-0.5129320210574498,-0.5959411001754784,-0.7647058823529408,-0.6424811169604024,-0.3450827801937892,-0.2541390096894785,-0.4505226214999615,-0.7032120241092542,-0.4876020447089337,-0.4470130464637213,-0.1050583657587544,-0.4572365911345079,-0.5561150530251007,-0.7347981994354159,-0.635919737544823,-0.6803234912642095,-0.678187228198672,-0.652552071412222,-0.7102311741817345,-0.6951247425040051,-0.4346532387273972,-0.614404516670481,0.1683833066300454,91.484375
-0.7651636530098417,-0.7604333562218658,-0.2503242542153044,-0.7369344625009534,-0.5696955825131605,-0.7843900205996792,-0.7563134203097578,-0.6778820477607381,-0.5304798962386507,-0.5242236972610053,-0.6122682536049435,-0.7900358587014569,-0.6716258487830926,-0.3769741359578847,-0.286182955672541,-0.48226138704509,-0.7308308537422747,-0.5193408102540624,-0.4706645304036007,-0.0720988784618901,-0.4746318760967418,-0.5780880445563435,-0.7524986648355837,-0.6537727931639578,-0.7056534676127256,-0.6990920881971462,-0.6749828336003659,-0.7402914473182266,-0.7175555046921488,-0.4613565270466159,-0.6461432822156096,0.135881589990082,91.4921875
-0.7317463950560765,-0.7268635080491337,-0.2172121766994731,-0.7033646143282213,-0.5362783245593954,-0.7508201724269471,-0.7227435721370257,-0.6444647898069731,-0.4972152285038525,-0.49080643930724,-0.5799191271839471,-0.7564660105287248,-0.6380560006103605,-0.3597314412146177,-0.3182269016556034,-0.4628824292362856,-0.6972610055695426,-0.4860761425192641,-0.4373998626688025,-0.0392919813839928,-0.4413672083619436,-0.5446707866025784,-0.7189288166628516,-0.6202029449912256,-0.6722362096589606,-0.6655222400244141,-0.6415655756466007,-0.7067215991454945,-0.6839856565194167,-0.4280918593118177,-0.6127260242618445,0.1685358968490124,91.5
-0.7038223849851221,-0.6939040207522694,-0.1842526894026089,-0.691462577248798,-0.5030136568245972,-0.7172503242542149,-0.6922255283436328,-0.6182192721446552,-0.4956893263141829,-0.4740215152208739,-0.5603875791561757,-0.7291523613336381,-0.6046387426565953,-0.3266193636987865,-0.2851148241397722,-0.4296177615014874,-0.6636911573968105,-0.4528114747844659,-0.4042877851529713,-0.0371557183184553,-0.4276340886549168,-0.5210193026626989,-0.6987869077592123,-0.6012817578393221,-0.6479743648432131,-0.6459906919966427,-0.6121156633859767,-0.674219882505531,-0.6597238117036694,-0.4045929655909052,-0.5793087663080793,0.2011902037079427,91.5078125
-0.7354085603112838,-0.7244220645456623,-0.2162966353856713,-0.7219806210421909,-0.5347524223697258,-0.7488364995803766,-0.7146562905317766,-0.6462958724345766,-0.5243762874799721,-0.4934004730296784,-0.5767147325856409,-0.7564660105287248,-0.6250858319981686,-0.3344014648661016,-0.268940260929274,-0.4369420920119016,-0.6943617914091703,-0.4738689250019069,-0.4360265506980998,-0.0693522545204848,-0.4538796063172347,-0.5529106584267945,-0.7303730830853739,-0.6328679331654837,-0.6795605401693748,-0.6775768673228042,-0.6438544289311052,-0.7058060578316927,-0.6878004119935909,-0.4232089723048748,-0.61043717097734,0.1686884870679794,91.515625
