siTimeStamp,x,y,character typing,sentence
2571.9180528,-1,-1,EMPTY_ET_STREAM,MainMenu
2571.9347661,-1,-1,EMPTY_ET_STREAM,MainMenu
2571.951308,-1,-1,EMPTY_ET_STREAM,MainMenu
2571.968136,-1,-1,EMPTY_ET_STREAM,MainMenu
2571.9846949,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.0013729,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.0180546,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.0347568,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.0518452,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.0688662,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.0847641,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.101361,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.1180419,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.1347811,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.1513037,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.1680185,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.1850625,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.2012964,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.2179798,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.2346965,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.2511963,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.2679317,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.2846483,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.3013113,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.3180338,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.3346507,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.3512095,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.3680076,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.3846366,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.4025636,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.4178938,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.4345576,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.4511453,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.4678878,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.4845746,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.5012344,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.5179772,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.5348467,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.5511923,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.5678424,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.5845643,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.6012869,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.617876,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.6345503,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.6511299,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.6679109,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.6846572,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.7011804,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.7178591,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.7344849,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.7510427,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.7677497,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.7846952,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.8012215,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.8178228,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.8345232,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.8511042,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.8678954,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.8844071,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.9011088,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.9178086,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.9344035,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.9509694,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.9677201,-1,-1,EMPTY_ET_STREAM,MainMenu
2572.9844633,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.0010372,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.0177482,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.034419,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.0509014,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.0676774,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.0844405,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.1010887,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.1177772,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.1343977,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.1509339,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.1677354,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.1843631,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.2010094,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.2176385,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.2342829,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.2510656,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.2677002,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.2854521,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.300962,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.3176704,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.3342336,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.351032,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.3676915,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.3843408,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.4009399,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.4176837,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.4341774,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.4509548,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.4675993,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.4842148,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.5010413,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.5176233,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.5341664,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.5508813,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.5675249,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.5845736,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.6008874,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.6176216,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.6340745,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.6509159,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.6674913,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.6842029,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.7008557,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.7175305,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.7359771,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.7508335,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.7674527,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.7844902,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.8008444,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.8174977,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.8349139,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.8508259,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.8674765,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.8842016,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.9016209,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.9174521,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.9339586,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.9507856,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.9674361,-1,-1,EMPTY_ET_STREAM,MainMenu
2573.9841253,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.0007543,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.0174466,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.0339929,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.0507124,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.0673985,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.0841149,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.1007128,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.1174077,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.1340049,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.1507539,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.1674217,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.1848897,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.2006833,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.2173674,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.2340123,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.2506954,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.2673449,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.2839203,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.3012808,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.3173302,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.3340063,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.3506471,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.3673745,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.3840012,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.4006125,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.4172845,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.4338019,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.4505882,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.4672838,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.4839769,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.5005618,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.5172734,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.5338337,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.550628,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.5671761,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.5841311,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.6005136,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.6172833,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.6340965,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.6506071,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.6672131,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.6839905,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.7005477,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.7172192,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.7336892,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.7505097,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.7671361,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.7838869,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.8005244,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.817216,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.8348325,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.8517399,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.8680661,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.8844798,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.9005096,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.917225,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.9338983,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.9505033,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.9671208,-1,-1,EMPTY_ET_STREAM,MainMenu
2574.9846431,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.0004342,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.0171564,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.0337649,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.0504332,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.0671228,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.0837581,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.1003403,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.1171606,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.1336591,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.150393,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.1670551,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.1837657,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.2004042,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.2174421,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.2336259,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.2503592,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.2669959,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.2836382,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.3003369,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.318087,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.3356109,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.3502935,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.366986,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.3836636,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.4002771,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.4169783,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.4335755,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.4503386,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.4679788,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.4855321,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.500323,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.5169704,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.5338095,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.5502675,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.5668652,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.5836443,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.6002262,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.6168775,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.6342842,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.650275,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.666821,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.6838022,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.7002384,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.7168819,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.733354,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.750171,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.7668785,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.7835724,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.800223,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.8168899,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.8342117,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.8501633,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.8668108,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.883475,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.9001065,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.917013,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.9333349,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.9501602,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.9667985,-1,-1,EMPTY_ET_STREAM,MainMenu
2575.983498,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.0000594,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.0167485,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.0342112,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.0501231,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.0667256,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.0843304,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.1000503,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.1167759,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.1332933,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.15007,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.1667149,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.1834235,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.2000765,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.2167488,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.2339913,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.2509846,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.2666547,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.2833869,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.2999862,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.3171269,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.3332773,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.3500233,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.3666776,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.3837813,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.3999627,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.4166114,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.4337473,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.4511909,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.4678361,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.4836625,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.4999421,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.5166575,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.5332109,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.5499624,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.5665067,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.5833124,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.599891,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.6165377,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.6331401,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.6499246,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.6666022,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.6832627,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.6998746,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.7165453,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.7330121,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.7498577,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.7664674,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.7831776,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.79987,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.8164894,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.833101,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.8498866,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.8665079,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.8832289,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.8997969,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.9164079,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.9330431,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.9498031,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.9664166,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.9830838,-1,-1,EMPTY_ET_STREAM,MainMenu
2576.9998242,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.0163823,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.033008,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.0497293,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.0663886,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.0830373,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.0997502,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.116425,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.132994,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.1497487,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.1663827,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.1830947,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.1996904,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.2163383,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.2328683,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.2497495,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.2663886,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.2830721,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.2996714,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.3163848,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.3329317,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.3497014,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.3663368,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.3847254,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.3996896,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.4162332,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.4329717,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.4496826,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.4662335,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.4830105,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.49991,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.5162971,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.5327614,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.5495664,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.5662497,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.5829499,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.5996044,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.6162863,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.6328342,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.6495543,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.6662225,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.6828837,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.6995361,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.7162204,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.7328008,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.7494854,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.7662392,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.782905,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.7997931,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.8161288,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.8328719,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.8494983,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.8661381,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.882803,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.8994879,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.9162406,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.932747,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.9494585,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.9660749,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.9827835,-1,-1,EMPTY_ET_STREAM,MainMenu
2577.9994418,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.0161469,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.032674,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.0494647,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.0662138,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.0828065,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.0994027,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.1161058,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.1326587,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.1494787,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.1660022,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.182714,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.1994314,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.2160952,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.2326316,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.2493868,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.2660507,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.2826324,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.2993386,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.3159655,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.3325627,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.349401,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.3659994,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.3827028,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.3993227,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.4160094,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.4325794,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.4493013,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.4659378,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.482672,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.4993044,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.5159372,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.5325365,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.5498045,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.5658865,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.5825888,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.5992521,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.6158423,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.632444,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.649339,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.6659048,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.6825584,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.699251,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.7158558,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.7324194,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.749151,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.7658731,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.782584,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.7991864,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.8158505,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.8324386,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.8492328,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.8658555,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.8825036,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.8991891,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.9158064,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.9323981,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.949196,-1,-1,EMPTY_ET_STREAM,MainMenu
2578.9657968,-1,-1,EMPTY_ET_STREAM,MainMenu
